External Task ID,Activity Date,Owner External ID,Related Object Type,Related Object External ID,Task Type,Subject,Status,Outcome,Duration Minutes,Logged In System
TSK003609,2025-12-23,USR000018,Opportunity,OPP000005,Meeting,Meeting - Completed,Completed,Completed,15,HubSpot
TSK010569,2026-03-31,USR000028,Contact,CON001276,Call,Call - Connected,Completed,Connected,5,Salesforce
TSK002316,2025-04-06,USR000022,Lead,LED002314,Call,Call - Completed,Open,Completed,30,Gong
TSK002417,2025-07-30,USR000001,Lead,LED002530,Demo,Demo - Connected,Open,Connected,20,Gong
TSK005033,2025-10-25,USR000007,Opportunity,OPP001107,Call,Call - Connected,Completed,Connected,30,Salesforce
TSK004329,2026-01-17,USR000008,Contact,CON001987,Call,Call - Rescheduled,Completed,Rescheduled,60,Outreach
TSK000990,2026-05-04,USR000024,Contact,CON000614,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,15,Gong
TSK012817,2025-11-07,USR000017,Opportunity,OPP001338,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Gong
TSK007216,2025-06-09,USR000012,Contact,CON000957,Demo,Demo - Connected,Completed,Connected,30,Manual
TSK008300,2026-02-05,USR000021,Opportunity,OPP000055,Follow-up,Follow-up - Pending,Completed,Pending,30,Manual
TSK010922,2026-03-24,USR000027,Contact,CON001276,Internal Note,Internal Note - Pending,Completed,Pending,5,Gong
TSK003595,2025-10-08,USR000022,Lead,LED000362,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,60,Salesforce
TSK013364,2026-05-18,USR000008,Lead,LED003287,Call,Call - Rescheduled,Completed,Rescheduled,45,Salesforce
TSK004967,2025-01-18,USR000007,Contact,CON003600,Email,Email - Sent,Completed,Sent,10,Manual
TSK003174,2025-11-13,USR000007,Contact,CON000082,Demo,Demo - Completed,Completed,Completed,20,Gong
TSK009801,2025-09-25,USR000005,Contact,CON001461,Demo,Demo - Connected,Completed,Connected,20,Gong
TSK001248,2025-12-16,USR000004,Contact,CON000739,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK003315,2025-01-31,USR000025,Opportunity,OPP000002,Email,Email - Sent,Completed,Sent,5,Salesforce
TSK000643,2026-04-03,USR000006,Lead,LED001737,Call,Call - Left Voicemail,Completed,Left Voicemail,5,Outreach
TSK001261,2026-03-24,USR000007,Contact,CON001611,Call,Call - No Show,Completed,No Show,5,Manual
TSK013846,2025-12-14,USR000015,Lead,LED003778,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,5,Manual
TSK009311,2025-10-02,USR000017,Opportunity,OPP001483,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK011228,2026-03-04,USR000028,Opportunity,OPP001081,Email,Email - Opened,Completed,Opened,30,Gong
TSK014068,2026-06-03,USR000002,Lead,LED004143,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,5,HubSpot
TSK007366,2026-01-08,USR000010,Opportunity,OPP000540,Follow-up,Follow-up - Replied,Completed,Replied,20,Outreach
TSK003625,2025-02-17,USR000025,Opportunity,OPP000779,Meeting,Meeting - No Show,Completed,No Show,10,Outreach
TSK002825,2025-03-30,USR000015,Contact,CON002089,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,30,Gong
TSK012035,2026-04-19,USR000009,Contact,CON001993,Meeting,Meeting - Completed,Completed,Completed,5,HubSpot
TSK003708,2025-07-26,USR000021,Opportunity,OPP000054,Demo,Demo - No Show,Completed,No Show,15,Gong
TSK005192,2025-07-25,USR000021,Lead,LED002299,Call,Call - No Show,Completed,No Show,30,Outreach
TSK005949,2026-06-19,USR000013,Opportunity,OPP001507,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,15,Gong
TSK001754,2025-02-21,USR000020,Lead,LED001847,Email,Email - Opened,Completed,Opened,5,Manual
TSK009714,2025-07-01,USR000017,Lead,LED004015,Call,Call - Connected,Completed,Connected,5,Manual
TSK006251,2025-02-15,USR000008,Lead,LED004107,Email,Email - Replied,Completed,Replied,20,Manual
TSK008339,2026-01-11,USR000024,Opportunity,OPP000566,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Salesforce
TSK002617,2025-12-04,USR000014,Contact,CON000468,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK013966,2026-06-15,USR000008,Lead,LED003772,Follow-up,Follow-up - Pending,Completed,Pending,30,HubSpot
TSK011192,2025-01-17,USR000003,Contact,CON000943,Call,Call - Rescheduled,Completed,Rescheduled,20,HubSpot
TSK011820,2025-10-18,USR000011,Contact,CON001987,Meeting,Meeting - Completed,Completed,Completed,10,Outreach
TSK003046,2025-09-18,USR000027,Lead,LED003963,Email,Email - Clicked,Completed,Clicked,15,HubSpot
TSK009053,2025-08-11,USR000020,Lead,LED000231,Meeting,Meeting - Rescheduled,Completed,Rescheduled,15,HubSpot
TSK004229,2026-06-04,USR000007,Contact,CON000713,Demo,Demo - Connected,Completed,Connected,30,Outreach
TSK007773,2025-08-11,USR000005,Lead,LED001451,Call,Call - Connected,Completed,Connected,15,HubSpot
TSK005354,2025-09-04,USR000027,Opportunity,OPP001104,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,10,Gong
TSK012145,2025-06-06,USR000006,Contact,CON002898,Follow-up,Follow-up - Completed,Open,Completed,45,Gong
TSK011187,2025-09-05,USR000015,Lead,LED003279,Meeting,Meeting - Connected,Completed,Connected,5,HubSpot
TSK008562,2025-05-31,USR000028,Lead,LED003043,Follow-up,Follow-up - Completed,Completed,Completed,15,HubSpot
TSK001933,2026-06-15,USR000020,Opportunity,OPP001373,Email,Email - Replied,Completed,Replied,45,Salesforce
TSK010527,2025-10-03,USR000012,Lead,LED001678,Call,Call - Connected,Completed,Connected,15,Gong
TSK011151,2026-02-22,USR000008,Lead,LED000873,Email,Email - Opened,Open,Opened,15,HubSpot
TSK011410,2025-01-10,USR000022,Lead,LED001422,Email,Email - Sent,Completed,Sent,60,HubSpot
TSK004934,2025-11-07,USR000022,Contact,CON000203,Call,Call - Completed,Open,Completed,10,Manual
TSK004763,2025-05-07,USR000007,Lead,LED000268,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK005404,2025-07-14,USR000010,Contact,CON002919,Call,Call - Connected,Completed,Connected,45,Manual
TSK006090,2026-01-05,USR000005,Lead,LED004013,Call,Call - No Show,Completed,No Show,30,Gong
TSK003113,2025-04-22,USR000025,Lead,LED004140,Demo,Demo - Connected,Completed,Connected,60,Manual
TSK001058,2025-12-10,USR000014,Opportunity,OPP000885,Demo,Demo - No Show,Completed,No Show,20,Outreach
TSK009267,2025-09-29,USR000022,Lead,LED003676,Call,Call - Completed,Completed,Completed,20,HubSpot
TSK003349,2025-04-15,USR000004,Contact,CON000931,Email,Email - Clicked,Completed,Clicked,15,HubSpot
TSK010170,2025-10-30,USR000008,Lead,LED000655,Demo,Demo - Completed,Completed,Completed,10,Outreach
TSK009774,2025-01-06,USR000001,Lead,LED000583,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,20,Outreach
TSK002945,2025-05-23,USR000014,Lead,LED003156,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,20,Outreach
TSK002567,2025-10-20,USR000025,Lead,LED003347,Email,Email - Opened,Completed,Opened,10,Outreach
TSK011354,2026-06-23,USR000001,Opportunity,OPP000779,Email,Email - Sent,Open,Sent,20,HubSpot
TSK008875,2026-03-05,USR000022,Lead,LED002441,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK002730,2025-12-10,USR000017,Opportunity,OPP000852,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK000296,2026-04-28,USR000023,Lead,LED003156,Call,Call - Completed,Completed,Completed,10,Gong
TSK003016,2025-12-18,USR000018,Opportunity,OPP000191,Meeting,Meeting - Connected,Completed,Connected,10,Gong
TSK010112,2025-01-17,USR000005,Lead,LED003949,Follow-up,Follow-up - Completed,Open,Completed,15,Salesforce
TSK000827,2026-05-08,USR000006,Opportunity,OPP001429,Follow-up,Follow-up - Replied,Completed,Replied,15,HubSpot
TSK009538,2026-02-12,USR000008,Lead,LED000407,Meeting,Meeting - Completed,Completed,Completed,30,Salesforce
TSK000586,2025-08-07,USR000003,Opportunity,OPP000540,Call,Call - Connected,Open,Connected,5,Gong
TSK002540,2026-02-08,USR000015,Contact,CON001330,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK005784,2026-03-25,USR000003,Opportunity,OPP000930,Meeting,Meeting - Completed,Completed,Completed,5,Manual
TSK006783,2025-10-29,USR000022,Contact,CON002255,Email,Email - Sent,Completed,Sent,20,Gong
TSK004256,2026-04-27,USR000023,Lead,LED000189,Demo,Demo - Left Voicemail,Completed,Left Voicemail,15,HubSpot
TSK003750,2025-02-28,USR000026,Lead,LED001501,Follow-up,Follow-up - Completed,Open,Completed,20,Manual
TSK005672,2026-03-25,USR000012,Contact,CON002855,Follow-up,Follow-up - Replied,Completed,Replied,30,Manual
TSK012373,2025-01-26,USR000015,Lead,LED003927,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Outreach
TSK011665,2025-04-06,USR000003,Lead,LED001916,Email,Email - Sent,Completed,Sent,20,Outreach
TSK014493,2025-10-04,USR000022,Lead,LED000013,Demo,Demo - Connected,Completed,Connected,15,Outreach
TSK008365,2025-01-19,USR000012,Contact,CON002995,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,60,Salesforce
TSK010932,2026-02-08,USR000007,Opportunity,OPP000161,Email,Email - Clicked,Completed,Clicked,30,HubSpot
TSK005345,2026-05-28,USR000015,Contact,CON001251,Call,Call - Connected,Completed,Connected,30,HubSpot
TSK005899,2025-01-27,USR000018,Lead,LED000210,Call,Call - Connected,Completed,Connected,30,Outreach
TSK014218,2025-02-21,USR000023,Contact,CON003594,Email,Email - Sent,Completed,Sent,20,Manual
TSK002159,2026-03-11,USR000025,Opportunity,OPP001389,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,10,Outreach
TSK010261,2025-05-17,USR000004,Lead,LED001110,Meeting,Meeting - No Show,Completed,No Show,15,Outreach
TSK000341,2026-05-23,USR000010,Opportunity,OPP001294,Follow-up,Follow-up - Pending,Completed,Pending,30,Outreach
TSK010930,2026-04-18,USR000004,Lead,LED003963,Email,Email - Opened,Completed,Opened,10,Outreach
TSK011546,2025-05-08,USR000010,Contact,CON000787,Meeting,Meeting - Connected,Completed,Connected,10,Manual
TSK013290,2026-04-03,USR000026,Contact,CON000460,Email,Email - Opened,Completed,Opened,10,Manual
TSK008545,2026-02-08,USR000021,Contact,CON002011,Email,Email - Clicked,Completed,Clicked,10,Salesforce
TSK005416,2026-05-19,USR000024,Lead,LED001898,Meeting,Meeting - Connected,Completed,Connected,5,Salesforce
TSK011296,2025-03-15,USR000014,Lead,LED002379,Email,Email - Sent,Completed,Sent,10,Gong
TSK010519,2026-01-07,USR000019,Contact,CON001873,Email,Email - Clicked,Open,Clicked,15,Gong
TSK013941,2026-03-28,USR000001,Contact,CON000599,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,10,Outreach
TSK011564,2026-06-23,USR000017,Contact,CON002435,Email,Email - Opened,Completed,Opened,20,Outreach
TSK005215,2025-10-21,USR000014,Lead,LED002657,Meeting,Meeting - Connected,Completed,Connected,60,Gong
TSK009357,2025-12-18,USR000019,Contact,CON002017,Meeting,Meeting - Rescheduled,Completed,Rescheduled,15,Gong
TSK001930,2026-03-28,USR000009,Contact,CON000591,Follow-up,Follow-up - No Response,Completed,No Response,10,Gong
TSK011443,2025-11-14,USR000025,Lead,LED001708,Email,Email - Opened,Completed,Opened,15,Manual
TSK008795,2025-05-06,USR000015,Contact,CON003420,Meeting,Meeting - Connected,Completed,Connected,60,Salesforce
TSK006041,2025-01-20,USR000008,Lead,LED003313,Meeting,Meeting - Connected,Completed,Connected,15,Salesforce
TSK000633,2025-08-05,USR000025,Contact,CON003558,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK008748,2025-01-16,USR000007,Contact,CON002137,Email,Email - Replied,Open,Replied,10,HubSpot
TSK013803,2025-05-18,USR000005,Lead,LED001147,Internal Note,Internal Note - Completed,Completed,Completed,20,Outreach
TSK006561,2025-12-28,USR000013,Contact,CON001160,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Salesforce
TSK002339,2025-09-25,USR000028,Contact,CON000046,Email,Email - Opened,Completed,Opened,60,Outreach
TSK006265,2026-06-20,USR000018,Lead,LED001094,Demo,Demo - Connected,Completed,Connected,15,Gong
TSK007457,2025-04-12,USR000003,Lead,LED000469,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Gong
TSK014289,2025-05-06,USR000013,Opportunity,OPP000189,Call,Call - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK009432,2026-04-16,USR000027,Contact,CON001200,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK002682,2026-06-04,USR000024,Opportunity,OPP001221,Meeting,Meeting - Completed,Completed,Completed,30,Manual
TSK006234,2025-11-30,USR000018,Contact,CON000924,Email,Email - Sent,Completed,Sent,45,HubSpot
TSK012995,2026-05-30,USR000007,Contact,CON000713,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,60,Gong
TSK010652,2025-10-08,USR000026,Lead,LED000193,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,20,HubSpot
TSK004636,2025-12-13,USR000011,Opportunity,OPP001585,Email,Email - Sent,Completed,Sent,20,Gong
TSK006021,2026-05-19,USR000019,Lead,LED000800,Internal Note,Internal Note - Replied,Completed,Replied,45,Outreach
TSK008828,2025-10-01,USR000016,Lead,LED003178,Call,Call - Completed,Completed,Completed,45,Salesforce
TSK001430,2025-12-16,USR000023,Lead,LED002671,Demo,Demo - No Show,Completed,No Show,5,Manual
TSK000642,2026-01-14,USR000013,Contact,CON003073,Call,Call - Connected,Completed,Connected,30,Gong
TSK011580,2026-03-13,USR000020,Opportunity,OPP000137,Email,Email - Bounced,Completed,Bounced,15,HubSpot
TSK002201,2025-08-08,USR000005,Contact,CON003301,Meeting,Meeting - Completed,Completed,Completed,30,Manual
TSK007659,2025-03-17,USR000027,Lead,LED004089,Follow-up,Follow-up - Pending,Completed,Pending,10,HubSpot
TSK004101,2025-09-27,USR000003,Contact,CON000917,Internal Note,Internal Note - No Response,Open,No Response,30,Salesforce
TSK005413,2025-12-14,USR000020,Lead,LED003767,Meeting,Meeting - Connected,Completed,Connected,10,Salesforce
TSK006843,2026-03-28,USR000016,Contact,CON001382,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK002225,2025-07-22,USR000015,Contact,CON001562,Demo,Demo - Left Voicemail,Completed,Left Voicemail,20,Manual
TSK000379,2026-06-12,USR000028,Opportunity,OPP000176,Call,Call - No Show,Completed,No Show,10,Manual
TSK014165,2025-02-02,USR000026,Lead,LED000022,Follow-up,Follow-up - Pending,Completed,Pending,5,Manual
TSK013354,2026-04-17,USR000002,Contact,CON003262,Call,Call - Connected,Completed,Connected,30,Salesforce
TSK004180,2026-03-12,USR000014,Opportunity,OPP000833,Call,Call - Completed,Completed,Completed,45,Outreach
TSK001683,2025-01-27,USR000006,Opportunity,OPP001613,Demo,Demo - Completed,Completed,Completed,20,Outreach
TSK007217,2026-05-25,USR000009,Lead,LED002802,Demo,Demo - Completed,Completed,Completed,10,Salesforce
TSK010974,2025-05-18,USR000023,Opportunity,OPP000645,Email,Email - Bounced,Completed,Bounced,15,HubSpot
TSK006417,2025-05-26,USR000020,Contact,CON001853,Email,Email - Sent,Completed,Sent,45,Salesforce
TSK013066,2026-04-02,USR000016,Lead,LED003995,Email,Email - Replied,Completed,Replied,10,Gong
TSK013385,2025-10-30,USR000005,Lead,LED002870,Email,Email - Sent,Completed,Sent,20,Salesforce
TSK014183,2025-09-06,USR000021,Lead,LED002089,Demo,Demo - Completed,Completed,Completed,20,Manual
TSK009016,2025-01-12,USR000007,Lead,LED001416,Email,Email - Opened,Completed,Opened,20,Salesforce
TSK009102,2026-05-14,USR000010,Opportunity,OPP001604,Email,Email - Opened,Completed,Opened,15,HubSpot
TSK008223,2026-02-16,USR000010,Lead,LED003846,Call,Call - Completed,Open,Completed,10,Outreach
TSK010280,2025-06-21,USR000016,Lead,LED001455,Follow-up,Follow-up - Replied,Completed,Replied,30,Outreach
TSK001846,2025-04-23,USR000019,Lead,LED001382,Call,Call - Left Voicemail,Completed,Left Voicemail,45,HubSpot
TSK007855,2025-07-01,USR000023,Lead,LED003803,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,Outreach
TSK005200,2026-04-14,USR000021,Contact,CON000892,Internal Note,Internal Note - Completed,Completed,Completed,15,Gong
TSK002052,2025-07-20,USR000025,Lead,LED003812,Internal Note,Internal Note - Replied,Completed,Replied,5,Gong
TSK000565,2025-05-14,USR000028,Contact,CON002174,Email,Email - Sent,Completed,Sent,10,HubSpot
TSK010916,2025-09-25,USR000017,Contact,CON001382,Email,Email - Clicked,Completed,Clicked,60,Manual
TSK009195,2025-03-28,USR000005,Opportunity,OPP000690,Call,Call - Connected,Completed,Connected,5,Outreach
TSK007236,2025-03-06,USR000028,Opportunity,OPP000499,Meeting,Meeting - Connected,Completed,Connected,15,Manual
TSK008409,2025-09-03,USR000016,Lead,LED000261,Call,Call - Connected,Completed,Connected,10,Outreach
TSK005820,2025-11-26,USR000002,Opportunity,OPP001218,Email,Email - Clicked,Completed,Clicked,15,Outreach
TSK012708,2025-07-14,USR000004,Opportunity,OPP000522,Follow-up,Follow-up - No Response,Completed,No Response,5,Outreach
TSK004622,2025-10-29,USR000019,Contact,CON003536,Call,Call - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK008613,2026-05-08,USR000006,Contact,CON000062,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,60,Manual
TSK005179,2026-02-13,USR000020,Contact,CON001013,Call,Call - Completed,Completed,Completed,15,Manual
TSK010994,2025-07-17,USR000005,Lead,LED002302,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,10,Salesforce
TSK001479,2025-08-10,USR000028,Opportunity,OPP000070,Meeting,Meeting - Rescheduled,Open,Rescheduled,10,Salesforce
TSK013558,2025-06-07,USR000024,Lead,LED001506,Call,Call - Completed,Completed,Completed,15,Gong
TSK007698,2025-12-07,USR000003,Contact,CON003187,Email,Email - Sent,Completed,Sent,10,Outreach
TSK003219,2025-04-30,USR000003,Lead,LED003682,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Outreach
TSK003318,2025-07-05,USR000024,Lead,LED001929,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,20,Outreach
TSK001365,2026-01-28,USR000012,Opportunity,OPP001207,Meeting,Meeting - Completed,Completed,Completed,5,Manual
TSK013446,2025-04-27,USR000009,Contact,CON002017,Internal Note,Internal Note - Completed,Completed,Completed,15,Manual
TSK014059,2025-12-28,USR000017,Contact,CON002111,Email,Email - Replied,Open,Replied,20,HubSpot
TSK013355,2025-12-29,USR000024,Lead,LED001416,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,10,Manual
TSK006711,2025-02-13,USR000028,Contact,CON003558,Follow-up,Follow-up - Replied,Completed,Replied,30,Manual
TSK008544,2026-02-18,USR000026,Opportunity,OPP000585,Meeting,Meeting - Completed,Completed,Completed,5,HubSpot
TSK012136,2025-12-14,USR000008,Opportunity,OPP001510,Email,Email - Sent,Completed,Sent,15,Manual
TSK004504,2025-10-20,USR000004,Contact,CON003598,Internal Note,Internal Note - No Response,Completed,No Response,5,HubSpot
TSK003850,2026-01-20,USR000012,Lead,LED004047,Email,Email - Sent,Completed,Sent,45,Outreach
TSK012663,2026-02-14,USR000020,Contact,CON000821,Internal Note,Internal Note - Pending,Completed,Pending,10,HubSpot
TSK000441,2025-04-02,USR000012,Lead,LED003816,Call,Call - Connected,Completed,Connected,10,Outreach
TSK013645,2026-06-04,USR000009,Lead,LED002825,Internal Note,Internal Note - Pending,Completed,Pending,15,Outreach
TSK014139,2025-11-03,USR000013,Contact,CON001395,Demo,Demo - Completed,Completed,Completed,10,HubSpot
TSK005540,2026-05-13,USR000003,Lead,LED000727,Email,Email - Opened,Completed,Opened,45,Outreach
TSK004011,2026-02-04,USR000001,Contact,CON001314,Email,Email - Bounced,Completed,Bounced,15,Salesforce
TSK010380,2025-07-06,USR000003,Lead,LED001866,Email,Email - Sent,Completed,Sent,5,Manual
TSK010924,2025-01-05,USR000027,Lead,LED000850,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,15,Salesforce
TSK012354,2025-09-11,USR000015,Contact,CON002184,Follow-up,Follow-up - No Response,Completed,No Response,30,Gong
TSK010788,2025-07-12,USR000017,Lead,LED003934,Follow-up,Follow-up - No Response,Open,No Response,15,Outreach
