task_id,activity_date,owner_id,related_object_type,related_object_id,task_type,subject,status,outcome,duration_minutes,logged_in_system
TSK000247,2025-05-16,USR000015,Lead,LED001587,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,45,Gong
TSK000248,2026-06-20,USR000009,Contact,CON000012,Email,Email - Sent,Completed,Sent,60,HubSpot
TSK000249,2025-02-28,USR000027,Lead,LED002695,Meeting,Meeting - Left Voicemail,Open,Left Voicemail,20,Manual
TSK000250,2026-04-15,USR000019,Lead,LED001211,Email,Email - Sent,Completed,Sent,45,Gong
TSK000251,2025-06-28,USR000016,Lead,LED004045,Call,Call - Connected,Completed,Connected,5,Manual
TSK000252,2026-02-24,USR000027,Contact,CON002883,Demo,Demo - Connected,Completed,Connected,20,Manual
TSK000253,2025-06-25,USR000016,Lead,LED001669,Call,Call - No Show,Completed,No Show,5,HubSpot
TSK000254,2026-06-30,USR000008,Contact,CON003369,Call,Call - Rescheduled,Completed,Rescheduled,30,Salesforce
TSK000255,2025-02-06,USR000017,Lead,LED002114,Email,Email - Replied,Open,Replied,20,HubSpot
TSK000256,2025-10-29,USR000011,Opportunity,OPP000334,Call,Call - Connected,Completed,Connected,30,Manual
TSK000257,2026-05-14,USR000023,Lead,LED001855,Email,Email - Replied,Open,Replied,5,HubSpot
TSK000258,2025-05-29,USR000023,Lead,LED000784,Email,Email - Clicked,Completed,Clicked,5,Gong
TSK000259,2025-06-27,USR000004,Contact,CON000746,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK000260,2025-09-25,USR000023,Contact,CON003468,Follow-up,Follow-up - Completed,Completed,Completed,15,Salesforce
TSK000261,2026-05-18,USR000004,Contact,CON002059,Email,Email - Sent,Completed,Sent,60,HubSpot
TSK000262,2025-02-15,USR000006,Contact,CON000918,Call,Call - Completed,Completed,Completed,5,Gong
TSK000263,2025-02-04,USR000013,Lead,LED003038,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,60,Outreach
TSK000264,2025-01-23,USR000024,Contact,CON000037,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,45,Manual
TSK000265,2025-07-30,USR000005,Opportunity,OPP001621,Email,Email - Sent,Open,Sent,15,Salesforce
TSK000266,2026-01-01,USR000011,Opportunity,OPP001296,Follow-up,Follow-up - Pending,Completed,Pending,10,HubSpot
TSK000267,2025-09-01,USR000020,Contact,CON003281,Demo,Demo - Left Voicemail,Completed,Left Voicemail,10,Salesforce
TSK000268,2026-06-18,USR000012,Opportunity,OPP000773,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Salesforce
TSK000269,2025-07-23,USR000002,Contact,CON003044,Email,Email - Opened,Completed,Opened,30,Manual
TSK000270,2025-04-30,USR000015,Lead,LED001158,Demo,Demo - Completed,Completed,Completed,10,Salesforce
TSK000271,2025-05-05,USR000020,Contact,CON002203,Email,Email - Sent,Completed,Sent,45,Salesforce
TSK000272,2025-05-01,USR000025,Opportunity,OPP000394,Email,Email - Sent,Completed,Sent,30,Gong
TSK000273,2026-02-05,USR000009,Contact,CON002225,Email,Email - Replied,Completed,Replied,15,Outreach
TSK000274,2026-03-25,USR000022,Opportunity,OPP000102,Email,Email - Sent,Completed,Sent,10,Gong
TSK000275,2025-04-14,USR000002,Lead,LED003152,Follow-up,Follow-up - No Response,Completed,No Response,10,Salesforce
TSK000276,2025-07-25,USR000011,Lead,LED002724,Internal Note,Internal Note - No Response,Completed,No Response,15,Salesforce
TSK000277,2026-05-30,USR000007,Lead,LED001036,Call,Call - Connected,Open,Connected,15,Outreach
TSK000278,2026-06-10,USR000013,Contact,CON003051,Email,Email - Sent,Completed,Sent,10,Outreach
TSK000279,2026-05-02,USR000026,Opportunity,OPP000748,Email,Email - Replied,Completed,Replied,5,Outreach
TSK000280,2026-01-24,USR000013,Contact,CON000611,LinkedIn Touch,LinkedIn Touch - Replied,Completed,Replied,20,Manual
TSK000281,2026-01-06,USR000006,Lead,LED004100,Call,Call - Connected,Completed,Connected,5,HubSpot
TSK000282,2026-02-10,USR000007,Contact,CON001729,Follow-up,Follow-up - Replied,Completed,Replied,5,Outreach
TSK000283,2026-05-06,USR000002,Lead,LED000769,Demo,Demo - Connected,Completed,Connected,5,Salesforce
TSK000284,2025-01-30,USR000006,Opportunity,OPP000854,Follow-up,Follow-up - Replied,Completed,Replied,20,Gong
TSK000285,2025-05-21,USR000007,Contact,CON001703,Follow-up,Follow-up - No Response,Completed,No Response,5,HubSpot
TSK000286,2026-03-15,USR000012,Lead,LED003351,Follow-up,Follow-up - Completed,Completed,Completed,5,HubSpot
TSK000287,2025-06-16,USR000021,Lead,LED001661,Call,Call - Completed,Completed,Completed,15,HubSpot
TSK000288,2026-02-27,USR000011,Lead,LED001145,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,30,HubSpot
TSK000289,2025-03-19,USR000011,Lead,LED003991,Call,Call - Connected,Completed,Connected,30,Manual
TSK000290,2025-08-18,USR000023,Lead,LED001546,Email,Email - Opened,Completed,Opened,45,Gong
TSK000291,2026-04-28,USR000004,Contact,CON001903,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,45,HubSpot
TSK000292,2025-12-17,USR000021,Contact,CON001935,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,5,Manual
TSK000293,2025-06-05,USR000016,Lead,LED001655,Internal Note,Internal Note - Completed,Open,Completed,20,HubSpot
TSK000294,2025-09-26,USR000005,Contact,CON001443,Email,Email - Replied,Completed,Replied,10,Gong
TSK000295,2025-08-06,USR000016,Lead,LED001265,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,45,HubSpot
TSK000296,2026-04-28,USR000023,Lead,LED003156,Call,Call - Completed,Completed,Completed,10,Gong
TSK000297,2025-08-22,USR000008,Contact,CON002086,Follow-up,Follow-up - Pending,Completed,Pending,30,HubSpot
TSK000298,2025-06-21,USR000022,Lead,LED000637,Email,Email - Sent,Completed,Sent,15,Manual
TSK000299,2026-06-27,USR000012,Contact,CON001662,Demo,Demo - Connected,Completed,Connected,45,Outreach
TSK000300,2025-02-11,USR000005,Lead,LED003724,Meeting,Meeting - Connected,Completed,Connected,10,HubSpot
TSK000301,2025-04-01,USR000022,Contact,CON000157,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,20,Gong
TSK000302,2025-11-20,USR000002,Contact,CON001756,Follow-up,Follow-up - Completed,Completed,Completed,10,Salesforce
TSK000303,2026-04-09,USR000025,Lead,LED003423,Email,Email - Opened,Completed,Opened,10,Outreach
TSK000304,2025-11-05,USR000019,Opportunity,OPP000708,Call,Call - Connected,Completed,Connected,15,Outreach
TSK000305,2025-08-02,USR000008,Contact,CON000753,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,15,Salesforce
TSK000306,2025-08-11,USR000018,Lead,LED003935,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,30,HubSpot
TSK000307,2025-09-28,USR000022,Contact,CON001812,Email,Email - Opened,Completed,Opened,15,Outreach
TSK000308,2025-03-21,USR000024,Opportunity,OPP000812,Email,Email - Sent,Completed,Sent,10,Gong
TSK000309,2025-11-15,USR000010,Lead,LED002888,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,15,HubSpot
TSK000310,2025-06-13,USR000002,Lead,LED001041,Follow-up,Follow-up - Completed,Completed,Completed,30,Manual
TSK000311,2026-03-11,USR000026,Contact,CON001201,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Manual
TSK000312,2025-09-17,USR000016,Lead,LED003359,Email,Email - Clicked,Completed,Clicked,10,Outreach
TSK000313,2025-03-07,USR000008,Lead,LED004035,Demo,Demo - Left Voicemail,Completed,Left Voicemail,30,Gong
TSK000314,2026-02-10,USR000006,Lead,LED003247,Call,Call - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK000315,2025-10-07,USR000013,Lead,LED003370,Call,Call - Connected,Completed,Connected,10,Outreach
TSK000316,2026-03-08,USR000018,Lead,LED000884,Call,Call - Connected,Completed,Connected,15,Outreach
TSK000317,2025-04-14,USR000002,Contact,CON001456,Meeting,Meeting - Connected,Completed,Connected,45,Manual
TSK000318,2025-08-09,USR000009,Lead,LED002170,Call,Call - Connected,Completed,Connected,30,Gong
TSK000319,2025-05-31,USR000002,Opportunity,OPP000694,Meeting,Meeting - Rescheduled,Completed,Rescheduled,60,Outreach
TSK000320,2026-05-23,USR000016,Lead,LED001816,Email,Email - Replied,Completed,Replied,30,Manual
TSK000321,2026-01-28,USR000003,Contact,CON000693,Call,Call - Connected,Completed,Connected,10,HubSpot
TSK000322,2026-06-28,USR000027,Opportunity,OPP000096,Follow-up,Follow-up - Pending,Completed,Pending,10,Salesforce
TSK000323,2026-01-12,USR000028,Lead,LED000189,Meeting,Meeting - Connected,Completed,Connected,20,HubSpot
TSK000324,2026-01-20,USR000015,Opportunity,OPP000954,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,10,Outreach
TSK000325,2025-03-17,USR000021,Lead,LED001769,Email,Email - Sent,Completed,Sent,10,Gong
TSK000326,2025-03-10,USR000005,Lead,LED001409,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,5,Salesforce
TSK000327,2025-03-10,USR000004,Opportunity,OPP001137,Email,Email - Replied,Completed,Replied,20,Outreach
TSK000328,2025-06-05,USR000015,Contact,CON003107,Email,Email - Replied,Completed,Replied,5,HubSpot
TSK000329,2025-06-19,USR000002,Opportunity,OPP001065,Call,Call - Left Voicemail,Open,Left Voicemail,5,Gong
TSK000330,2026-03-06,USR000024,Lead,LED003094,Demo,Demo - Left Voicemail,Completed,Left Voicemail,10,Manual
TSK000331,2025-10-29,USR000021,Opportunity,OPP000875,Meeting,Meeting - Completed,Completed,Completed,5,Outreach
TSK000332,2025-11-22,USR000008,Opportunity,OPP001234,Meeting,Meeting - Rescheduled,Completed,Rescheduled,5,HubSpot
TSK000333,2025-08-05,USR000016,Lead,LED002431,Email,Email - Opened,Completed,Opened,30,Salesforce
TSK000334,2026-04-12,USR000003,Contact,CON001893,Call,Call - Connected,Completed,Connected,15,Salesforce
TSK000335,2025-06-24,USR000025,Opportunity,OPP000171,Call,Call - Connected,Completed,Connected,15,Outreach
TSK000336,2025-02-21,USR000025,Contact,CON000997,Demo,Demo - Completed,Completed,Completed,30,HubSpot
TSK000337,2026-05-20,USR000011,Contact,CON000921,Meeting,Meeting - Completed,Open,Completed,30,Salesforce
TSK000338,2026-01-02,USR000009,Contact,CON000700,Demo,Demo - No Show,Completed,No Show,20,Outreach
TSK000339,2025-02-23,USR000027,Opportunity,OPP000120,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,HubSpot
TSK000340,2025-10-20,USR000014,Contact,CON003135,Follow-up,Follow-up - Replied,Completed,Replied,20,Manual
TSK000341,2026-05-23,USR000010,Opportunity,OPP001294,Follow-up,Follow-up - Pending,Completed,Pending,30,Outreach
TSK000342,2025-06-14,USR000006,Lead,LED002884,Call,Call - Connected,Completed,Connected,15,Manual
TSK000343,2026-05-03,USR000003,Lead,LED002939,Email,Email - Sent,Completed,Sent,60,HubSpot
TSK000344,2026-04-14,USR000006,Lead,LED002324,Call,Call - Left Voicemail,Open,Left Voicemail,15,HubSpot
TSK000345,2025-01-10,USR000001,Lead,LED002459,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK000346,2026-06-23,USR000010,Lead,LED000961,Email,Email - Sent,Completed,Sent,20,Outreach
TSK000347,2025-09-25,USR000006,Contact,CON003340,Demo,Demo - Connected,Completed,Connected,45,Gong
TSK000348,2026-02-25,USR000017,Opportunity,OPP001208,Follow-up,Follow-up - Pending,Completed,Pending,45,Salesforce
TSK000349,2025-06-02,USR000025,Contact,CON002609,Call,Call - Connected,Completed,Connected,45,HubSpot
TSK000350,2026-06-29,USR000022,Lead,LED002861,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK000351,2026-06-10,USR000010,Lead,LED001717,Follow-up,Follow-up - Replied,Completed,Replied,10,HubSpot
TSK000352,2025-11-21,USR000021,Contact,CON002631,Internal Note,Internal Note - Pending,Completed,Pending,30,Manual
TSK000353,2025-05-11,USR000020,Lead,LED001509,Email,Email - Opened,Completed,Opened,20,Outreach
TSK000354,2025-07-07,USR000026,Contact,CON000170,Email,Email - Sent,Open,Sent,10,Gong
TSK000355,2026-03-05,USR000012,Contact,CON003572,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,5,Manual
TSK000356,2025-03-11,USR000021,Contact,CON000732,Email,Email - Bounced,Completed,Bounced,15,Manual
TSK000357,2026-05-08,USR000001,Lead,LED002699,Follow-up,Follow-up - Pending,Completed,Pending,15,Salesforce
TSK000358,2025-12-15,USR000027,Contact,CON002545,Demo,Demo - Completed,Completed,Completed,15,Gong
TSK000359,2025-09-07,USR000011,Lead,LED001433,Call,Call - Connected,Completed,Connected,30,Manual
TSK000360,2025-07-09,USR000025,Opportunity,OPP000753,Call,Call - No Show,Completed,No Show,15,Salesforce
TSK000361,2026-03-05,USR000024,Contact,CON002519,Call,Call - Completed,Completed,Completed,10,Outreach
TSK000362,2026-04-27,USR000028,Contact,CON002831,Meeting,Meeting - No Show,Completed,No Show,45,Gong
TSK000363,2025-06-03,USR000011,Opportunity,OPP001505,Email,Email - Clicked,Completed,Clicked,20,Gong
TSK000364,2025-02-02,USR000001,Opportunity,OPP001596,Email,Email - Sent,Completed,Sent,5,Gong
TSK000365,2026-01-11,USR000024,Contact,CON001486,Meeting,Meeting - Connected,Open,Connected,10,Outreach
TSK000366,2025-08-02,USR000024,Lead,LED003153,Internal Note,Internal Note - Pending,Completed,Pending,30,Salesforce
TSK000367,2025-01-31,USR000005,Contact,CON000086,Email,Email - Replied,Completed,Replied,45,Gong
TSK000368,2025-09-18,USR000027,Opportunity,OPP000669,Call,Call - Completed,Completed,Completed,15,Outreach
TSK000369,2026-06-02,USR000010,Contact,CON001005,Demo,Demo - Completed,Completed,Completed,15,Manual
TSK000370,2025-12-01,USR000023,Lead,LED000140,Call,Call - No Show,Completed,No Show,20,Outreach
TSK000371,2025-09-02,USR000019,Lead,LED000205,Email,Email - Clicked,Completed,Clicked,15,Outreach
TSK000372,2025-04-08,USR000016,Lead,LED003923,Email,Email - Sent,Completed,Sent,30,Outreach
TSK000373,2025-10-12,USR000011,Lead,LED004061,LinkedIn Touch,LinkedIn Touch - Completed,Completed,Completed,15,Manual
TSK000374,2025-06-13,USR000011,Contact,CON003119,Email,Email - Opened,Open,Opened,10,Salesforce
TSK000375,2026-01-12,USR000011,Lead,LED003300,Call,Call - Completed,Completed,Completed,45,Salesforce
TSK000376,2026-02-14,USR000022,Opportunity,OPP001065,LinkedIn Touch,LinkedIn Touch - Replied,Open,Replied,20,Manual
TSK000377,2025-07-07,USR000003,Contact,CON000992,Email,Email - Opened,Completed,Opened,5,Salesforce
TSK000378,2026-03-24,USR000027,Contact,CON003281,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,30,Manual
TSK000379,2026-06-12,USR000028,Opportunity,OPP000176,Call,Call - No Show,Completed,No Show,10,Manual
TSK000380,2026-03-16,USR000026,Contact,CON000835,Email,Email - Opened,Completed,Opened,45,Outreach
TSK000381,2025-12-12,USR000001,Contact,CON002911,Email,Email - Bounced,Open,Bounced,60,Salesforce
TSK000382,2025-04-17,USR000014,Lead,LED000516,Meeting,Meeting - Completed,Completed,Completed,60,Manual
TSK000383,2026-04-18,USR000023,Lead,LED004197,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK000384,2025-02-06,USR000005,Contact,CON000227,Demo,Demo - Completed,Completed,Completed,20,HubSpot
TSK000385,2025-01-14,USR000010,Lead,LED000479,LinkedIn Touch,LinkedIn Touch - Pending,Completed,Pending,10,HubSpot
TSK000386,2026-04-06,USR000017,Contact,CON000247,Email,Email - Opened,Completed,Opened,30,Outreach
TSK000387,2025-08-05,USR000026,Contact,CON002827,Email,Email - Sent,Completed,Sent,15,Salesforce
TSK000388,2026-06-08,USR000006,Contact,CON002509,Email,Email - Sent,Completed,Sent,15,Outreach
TSK000389,2025-05-09,USR000005,Opportunity,OPP000594,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,5,Manual
TSK000390,2025-12-25,USR000023,Opportunity,OPP000579,Email,Email - Replied,Completed,Replied,30,HubSpot
TSK000391,2025-06-28,USR000013,Lead,LED000725,Email,Email - Sent,Completed,Sent,10,Salesforce
TSK000392,2025-02-10,USR000008,Lead,LED003258,Call,Call - Left Voicemail,Completed,Left Voicemail,10,Gong
TSK000393,2026-06-14,USR000023,Contact,CON002363,LinkedIn Touch,LinkedIn Touch - No Response,Completed,No Response,60,HubSpot
TSK000394,2026-03-08,USR000013,Contact,CON001027,Follow-up,Follow-up - Replied,Completed,Replied,15,Manual
TSK000395,2025-05-15,USR000015,Contact,CON001812,Email,Email - Replied,Completed,Replied,15,Gong
TSK000396,2025-04-06,USR000028,Lead,LED001037,Email,Email - Clicked,Completed,Clicked,5,Outreach
TSK000397,2025-09-01,USR000019,Contact,CON002921,Email,Email - Bounced,Completed,Bounced,45,Gong
TSK000398,2026-01-23,USR000006,Contact,CON000005,Meeting,Meeting - Completed,Completed,Completed,20,Manual
TSK000399,2026-06-16,USR000020,Opportunity,OPP000483,Internal Note,Internal Note - Completed,Completed,Completed,20,Outreach
TSK000400,2026-03-07,USR000027,Lead,LED001788,Email,Email - Opened,Completed,Opened,20,Outreach
TSK000401,2025-09-16,USR000019,Contact,CON003193,Meeting,Meeting - Completed,Completed,Completed,10,Salesforce
TSK000402,2025-06-18,USR000007,Opportunity,OPP001466,Demo,Demo - No Show,Open,No Show,10,Outreach
TSK000403,2026-06-08,USR000007,Contact,CON000446,Call,Call - Left Voicemail,Completed,Left Voicemail,5,Salesforce
TSK000404,2025-08-04,USR000022,Contact,CON001206,Email,Email - Opened,Completed,Opened,15,Salesforce
TSK000405,2025-03-05,USR000001,Lead,LED001406,Email,Email - Sent,Completed,Sent,30,HubSpot
TSK000406,2026-03-06,USR000003,Lead,LED002536,Email,Email - Clicked,Completed,Clicked,30,Gong
TSK000407,2025-02-18,USR000010,Opportunity,OPP000787,Call,Call - Completed,Completed,Completed,20,Manual
TSK000408,2025-11-04,USR000008,Contact,CON000184,Call,Call - Left Voicemail,Completed,Left Voicemail,20,Gong
TSK000409,2025-05-06,USR000018,Contact,CON001068,Follow-up,Follow-up - Replied,Completed,Replied,20,Outreach
TSK000410,2025-12-27,USR000023,Lead,LED002107,Email,Email - Sent,Completed,Sent,5,Outreach
TSK000411,2025-01-20,USR000024,Lead,LED002376,Demo,Demo - Connected,Completed,Connected,15,Outreach
TSK000412,2025-01-08,USR000024,Lead,LED001611,Email,Email - Replied,Completed,Replied,10,Salesforce
TSK000413,2025-08-31,USR000002,Contact,CON001163,Email,Email - Clicked,Completed,Clicked,10,Gong
TSK000414,2026-06-15,USR000002,Lead,LED003996,Call,Call - Completed,Completed,Completed,10,HubSpot
TSK000415,2025-10-07,USR000002,Lead,LED001829,Call,Call - Connected,Completed,Connected,10,Outreach
TSK000416,2025-04-05,USR000017,Lead,LED000559,Call,Call - Left Voicemail,Completed,Left Voicemail,15,Gong
TSK000417,2025-02-23,USR000013,Opportunity,OPP001030,Call,Call - No Show,Open,No Show,30,Salesforce
TSK000418,2025-09-17,USR000020,Lead,LED003857,Meeting,Meeting - Connected,Completed,Connected,10,HubSpot
TSK000419,2026-01-27,USR000018,Opportunity,OPP001225,Call,Call - Connected,Open,Connected,60,Manual
TSK000420,2025-11-09,USR000016,Lead,LED003058,Email,Email - Opened,Completed,Opened,10,HubSpot
TSK000421,2025-06-12,USR000002,Contact,CON001172,Demo,Demo - Connected,Completed,Connected,5,HubSpot
TSK000422,2025-01-29,USR000012,Opportunity,OPP000069,Email,Email - Sent,Completed,Sent,15,Manual
TSK000423,2026-04-28,USR000013,Lead,LED003313,Demo,Demo - No Show,Completed,No Show,30,Salesforce
TSK000424,2025-11-08,USR000018,Lead,LED000801,Call,Call - Left Voicemail,Completed,Left Voicemail,10,HubSpot
TSK000425,2025-12-02,USR000017,Lead,LED001671,Demo,Demo - Connected,Completed,Connected,45,Outreach
TSK000426,2025-10-16,USR000009,Contact,CON003520,Demo,Demo - Connected,Open,Connected,30,Salesforce
TSK000427,2026-03-19,USR000022,Lead,LED004148,Meeting,Meeting - Connected,Completed,Connected,45,Salesforce
TSK000428,2025-08-04,USR000025,Opportunity,OPP001240,Meeting,Meeting - Left Voicemail,Completed,Left Voicemail,15,Manual
TSK000429,2025-06-21,USR000013,Lead,LED002191,Email,Email - Sent,Completed,Sent,20,Outreach
TSK000430,2025-10-11,USR000019,Contact,CON002357,Email,Email - Opened,Completed,Opened,5,Gong
TSK000431,2026-05-11,USR000022,Opportunity,OPP001012,Call,Call - Completed,Open,Completed,10,Manual
TSK000432,2025-05-16,USR000025,Opportunity,OPP001122,Call,Call - Left Voicemail,Completed,Left Voicemail,30,Salesforce
