sync_error_id,created_date,source_system,target_system,object_type,object_id,error_type,severity,status,days_to_resolve
SYN001024,2026-04-03,HubSpot,Salesforce,Opportunity,OPP001226,Currency Field Error,Medium,Resolved,3.0
SYN001025,2026-05-15,HubSpot,Salesforce,Opportunity,OPP000993,Required Field Missing,Medium,Open,
SYN001026,2025-12-06,HubSpot,Salesforce,Opportunity,OPP000464,Currency Field Error,Medium,Resolved,5.0
SYN001027,2025-04-08,Salesforce,HubSpot,Opportunity,OPP000018,Required Field Missing,Medium,Open,
SYN001028,2025-05-31,HubSpot,Salesforce,Opportunity,OPP000566,Picklist Value Mismatch,Low,Open,
SYN001029,2025-07-28,Salesforce,HubSpot,Opportunity,OPP000480,Required Field Missing,High,Resolved,30.0
SYN001030,2025-02-15,Salesforce,HubSpot,Opportunity,OPP001049,Required Field Missing,Low,Resolved,5.0
SYN001031,2025-10-19,Salesforce,HubSpot,Opportunity,OPP000457,Currency Field Error,Medium,Resolved,30.0
SYN001032,2026-05-01,HubSpot,Salesforce,Opportunity,OPP001138,Currency Field Error,High,Open,
SYN001033,2026-04-17,Salesforce,HubSpot,Opportunity,OPP001574,Currency Field Error,High,Open,
SYN001034,2025-11-29,Salesforce,HubSpot,Opportunity,OPP001434,Picklist Value Mismatch,Low,Open,
SYN001035,2025-11-16,Salesforce,HubSpot,Opportunity,OPP000561,Required Field Missing,High,Ignored,
SYN001036,2026-04-26,Salesforce,HubSpot,Opportunity,OPP001490,Picklist Value Mismatch,High,Open,
SYN001037,2025-02-12,Salesforce,HubSpot,Opportunity,OPP001535,Required Field Missing,High,Open,
SYN001038,2026-05-20,Salesforce,HubSpot,Opportunity,OPP000240,Picklist Value Mismatch,Low,Open,
SYN001039,2025-10-05,HubSpot,Salesforce,Opportunity,OPP001644,Picklist Value Mismatch,Low,Open,
SYN001040,2025-02-02,HubSpot,Salesforce,Opportunity,OPP001291,Required Field Missing,High,Resolved,7.0
SYN001041,2026-01-02,HubSpot,Salesforce,Opportunity,OPP001293,Currency Field Error,Medium,Resolved,5.0
SYN001042,2025-06-14,HubSpot,Salesforce,Opportunity,OPP000181,Required Field Missing,Low,Open,
SYN001043,2025-09-10,Salesforce,HubSpot,Opportunity,OPP000597,Currency Field Error,High,Open,
SYN001044,2025-05-21,Salesforce,HubSpot,Opportunity,OPP001491,Required Field Missing,High,Ignored,
SYN001045,2025-02-27,Salesforce,HubSpot,Opportunity,OPP000179,Required Field Missing,Low,Resolved,30.0
SYN001046,2025-12-19,HubSpot,Salesforce,Opportunity,OPP000152,Currency Field Error,Medium,Resolved,10.0
SYN001047,2025-04-10,Salesforce,HubSpot,Opportunity,OPP001042,Picklist Value Mismatch,Medium,Open,
SYN001048,2025-05-06,HubSpot,Salesforce,Opportunity,OPP001592,Picklist Value Mismatch,Medium,Open,
SYN001049,2025-09-01,HubSpot,Salesforce,Opportunity,OPP001522,Currency Field Error,Low,Open,
SYN001050,2026-01-04,HubSpot,Salesforce,Opportunity,OPP000579,Picklist Value Mismatch,Low,Open,
SYN001051,2025-09-08,HubSpot,Salesforce,Opportunity,OPP000975,Picklist Value Mismatch,High,Open,
SYN001052,2026-03-12,HubSpot,Salesforce,Opportunity,OPP000314,Currency Field Error,Low,Open,
SYN001053,2025-08-15,HubSpot,Salesforce,Opportunity,OPP001003,Required Field Missing,High,Ignored,
SYN001054,2026-05-24,HubSpot,Salesforce,Opportunity,OPP001173,Currency Field Error,Medium,Resolved,10.0
SYN001055,2025-01-11,Salesforce,HubSpot,Opportunity,OPP001472,Picklist Value Mismatch,High,Open,
SYN001056,2025-03-19,Salesforce,HubSpot,Opportunity,OPP001376,Picklist Value Mismatch,High,Open,
SYN001057,2026-06-02,HubSpot,Salesforce,Opportunity,OPP000194,Picklist Value Mismatch,Low,Resolved,3.0
SYN001058,2025-06-11,HubSpot,Salesforce,Opportunity,OPP000482,Currency Field Error,Medium,Open,
SYN001059,2025-09-26,HubSpot,Salesforce,Opportunity,OPP000325,Currency Field Error,Medium,Resolved,10.0
SYN001060,2025-06-04,Salesforce,HubSpot,Opportunity,OPP000056,Picklist Value Mismatch,Medium,Open,
SYN001061,2026-03-05,Salesforce,HubSpot,Opportunity,OPP000853,Currency Field Error,High,Open,
SYN001062,2026-01-16,HubSpot,Salesforce,Opportunity,OPP000666,Picklist Value Mismatch,Medium,Resolved,5.0
SYN001063,2025-04-18,Salesforce,HubSpot,Opportunity,OPP000212,Currency Field Error,Medium,Open,
SYN001064,2026-03-05,HubSpot,Salesforce,Opportunity,OPP000527,Picklist Value Mismatch,High,Resolved,30.0
SYN001065,2025-11-13,Salesforce,HubSpot,Opportunity,OPP001050,Picklist Value Mismatch,Low,Resolved,3.0
SYN001066,2026-03-19,HubSpot,Salesforce,Opportunity,OPP001126,Picklist Value Mismatch,Medium,Resolved,5.0
SYN001067,2025-06-05,Salesforce,HubSpot,Opportunity,OPP000773,Currency Field Error,High,Resolved,1.0
SYN001068,2025-05-06,Salesforce,HubSpot,Opportunity,OPP001052,Picklist Value Mismatch,High,Resolved,30.0
SYN001069,2025-05-14,HubSpot,Salesforce,Opportunity,OPP001133,Required Field Missing,Medium,Resolved,2.0
SYN001070,2026-03-13,HubSpot,Salesforce,Opportunity,OPP001203,Currency Field Error,Medium,Resolved,1.0
SYN001071,2025-03-21,HubSpot,Salesforce,Opportunity,OPP001344,Required Field Missing,Medium,Ignored,
SYN001072,2025-07-23,Salesforce,HubSpot,Opportunity,OPP001071,Required Field Missing,Low,Resolved,2.0
SYN001073,2026-02-19,HubSpot,Salesforce,Opportunity,OPP000117,Picklist Value Mismatch,Medium,Resolved,1.0
SYN001074,2026-02-05,Salesforce,HubSpot,Opportunity,OPP000091,Picklist Value Mismatch,Low,Resolved,1.0
SYN001075,2025-12-10,Salesforce,HubSpot,Opportunity,OPP001156,Picklist Value Mismatch,High,Resolved,21.0
SYN001076,2026-01-01,HubSpot,Salesforce,Opportunity,OPP001207,Required Field Missing,Low,Resolved,5.0
SYN001077,2025-12-05,HubSpot,Salesforce,Opportunity,OPP000310,Picklist Value Mismatch,Low,Open,
SYN001078,2026-02-13,HubSpot,Salesforce,Opportunity,OPP001270,Currency Field Error,Medium,Open,
SYN001079,2025-11-22,Salesforce,HubSpot,Opportunity,OPP000819,Picklist Value Mismatch,High,Open,
SYN001080,2025-05-16,Salesforce,HubSpot,Opportunity,OPP000507,Currency Field Error,Medium,Open,
SYN001081,2025-03-30,Salesforce,HubSpot,Opportunity,OPP000054,Required Field Missing,Medium,Open,
SYN001082,2026-03-14,HubSpot,Salesforce,Opportunity,OPP000522,Required Field Missing,High,Open,
SYN001083,2026-03-19,HubSpot,Salesforce,Opportunity,OPP000977,Currency Field Error,High,Resolved,14.0
SYN001084,2026-03-25,Salesforce,HubSpot,Opportunity,OPP001081,Picklist Value Mismatch,Low,Resolved,7.0
SYN001085,2025-12-25,HubSpot,Salesforce,Opportunity,OPP001317,Picklist Value Mismatch,Medium,Ignored,
SYN001086,2026-01-21,HubSpot,Salesforce,Opportunity,OPP001145,Required Field Missing,High,Open,
SYN001087,2025-03-15,Salesforce,HubSpot,Opportunity,OPP000469,Required Field Missing,High,Resolved,3.0
SYN001088,2026-02-20,Salesforce,HubSpot,Opportunity,OPP001117,Picklist Value Mismatch,Low,Resolved,5.0
SYN001089,2025-07-09,Salesforce,HubSpot,Opportunity,OPP000965,Picklist Value Mismatch,Medium,Resolved,1.0
SYN001090,2026-03-25,Salesforce,HubSpot,Opportunity,OPP000785,Picklist Value Mismatch,High,Open,
SYN001091,2025-07-18,HubSpot,Salesforce,Opportunity,OPP001085,Picklist Value Mismatch,High,Open,
SYN001092,2026-03-12,HubSpot,Salesforce,Opportunity,OPP001443,Required Field Missing,Medium,Open,
SYN001093,2025-12-12,Salesforce,HubSpot,Opportunity,OPP000986,Required Field Missing,High,Open,
SYN001094,2025-10-05,HubSpot,Salesforce,Opportunity,OPP001485,Picklist Value Mismatch,High,Resolved,2.0
SYN001095,2025-01-11,HubSpot,Salesforce,Opportunity,OPP001388,Currency Field Error,High,Open,
SYN001096,2025-03-17,HubSpot,Salesforce,Opportunity,OPP000147,Picklist Value Mismatch,Low,Resolved,7.0
SYN001097,2026-01-04,HubSpot,Salesforce,Opportunity,OPP000997,Picklist Value Mismatch,High,Resolved,3.0
SYN001098,2025-03-10,Salesforce,HubSpot,Opportunity,OPP001623,Required Field Missing,Low,Resolved,5.0
SYN001099,2025-03-15,Salesforce,HubSpot,Opportunity,OPP001193,Picklist Value Mismatch,Medium,Resolved,3.0
SYN001100,2025-06-18,Salesforce,HubSpot,Opportunity,OPP000688,Picklist Value Mismatch,High,Resolved,1.0
SYN001101,2025-03-11,HubSpot,Salesforce,Opportunity,OPP000957,Currency Field Error,Low,Resolved,5.0
SYN001102,2025-04-05,HubSpot,Salesforce,Opportunity,OPP000226,Required Field Missing,Medium,Resolved,14.0
SYN001103,2025-11-21,Salesforce,HubSpot,Opportunity,OPP000216,Currency Field Error,Medium,Resolved,1.0
SYN001104,2025-06-02,Salesforce,HubSpot,Opportunity,OPP001271,Picklist Value Mismatch,High,Open,
SYN001105,2025-06-24,HubSpot,Salesforce,Opportunity,OPP000845,Required Field Missing,High,Resolved,7.0
SYN001106,2025-10-19,Salesforce,HubSpot,Opportunity,OPP000262,Required Field Missing,High,Resolved,7.0
SYN001107,2025-08-15,Salesforce,HubSpot,Opportunity,OPP000901,Required Field Missing,High,Open,
SYN001108,2025-05-12,Salesforce,HubSpot,Opportunity,OPP001360,Picklist Value Mismatch,Low,Open,
SYN001109,2025-08-10,Salesforce,HubSpot,Opportunity,OPP001278,Required Field Missing,Low,Resolved,1.0
SYN001110,2025-08-30,Salesforce,HubSpot,Opportunity,OPP001354,Currency Field Error,Low,Resolved,10.0
SYN001111,2025-02-16,Salesforce,HubSpot,Opportunity,OPP001495,Picklist Value Mismatch,Low,Resolved,7.0
SYN001112,2025-10-23,HubSpot,Salesforce,Opportunity,OPP000415,Required Field Missing,High,Open,
SYN001113,2025-07-25,HubSpot,Salesforce,Opportunity,OPP001029,Required Field Missing,High,Open,
SYN001114,2026-03-10,HubSpot,Salesforce,Opportunity,OPP000183,Picklist Value Mismatch,Medium,Open,
SYN001115,2025-01-13,HubSpot,Salesforce,Opportunity,OPP000452,Picklist Value Mismatch,Medium,Resolved,14.0
SYN001116,2025-07-16,Salesforce,HubSpot,Opportunity,OPP000098,Currency Field Error,High,Open,
SYN001117,2025-07-29,HubSpot,Salesforce,Opportunity,OPP000352,Picklist Value Mismatch,Medium,Open,
SYN001118,2026-06-08,HubSpot,Salesforce,Opportunity,OPP000309,Picklist Value Mismatch,High,Resolved,21.0
SYN001119,2025-12-17,Salesforce,HubSpot,Opportunity,OPP001385,Required Field Missing,Medium,Resolved,21.0
SYN001120,2025-06-23,Salesforce,HubSpot,Opportunity,OPP000994,Required Field Missing,Medium,Open,
SYN001121,2025-04-08,HubSpot,Salesforce,Opportunity,OPP001216,Currency Field Error,Medium,Ignored,
SYN001122,2026-03-21,Salesforce,HubSpot,Opportunity,OPP000736,Picklist Value Mismatch,Low,Resolved,2.0
SYN001123,2025-11-27,HubSpot,Salesforce,Opportunity,OPP000467,Picklist Value Mismatch,Low,Resolved,5.0
SYN001124,2026-03-24,HubSpot,Salesforce,Opportunity,OPP001296,Picklist Value Mismatch,Medium,Resolved,7.0
SYN001125,2025-01-16,Salesforce,HubSpot,Opportunity,OPP001060,Currency Field Error,Medium,Resolved,3.0
SYN001126,2026-01-07,HubSpot,Salesforce,Opportunity,OPP000422,Required Field Missing,High,Resolved,2.0
SYN001127,2025-09-06,Salesforce,HubSpot,Opportunity,OPP000632,Currency Field Error,High,Resolved,5.0
SYN001128,2025-12-17,Salesforce,HubSpot,Opportunity,OPP000855,Picklist Value Mismatch,Medium,Resolved,5.0
SYN001129,2025-05-06,Salesforce,HubSpot,Opportunity,OPP001160,Currency Field Error,Low,Ignored,
SYN001130,2026-04-07,HubSpot,Salesforce,Opportunity,OPP000790,Required Field Missing,High,Open,
SYN001131,2026-01-27,Salesforce,HubSpot,Opportunity,OPP001106,Picklist Value Mismatch,High,Resolved,2.0
SYN001132,2026-05-04,Salesforce,HubSpot,Opportunity,OPP001018,Required Field Missing,High,Resolved,14.0
SYN001133,2025-04-09,Salesforce,HubSpot,Opportunity,OPP000999,Currency Field Error,Low,Open,
SYN001134,2026-01-21,Salesforce,HubSpot,Opportunity,OPP000253,Currency Field Error,High,Resolved,7.0
SYN001135,2026-05-27,Salesforce,HubSpot,Opportunity,OPP000354,Currency Field Error,Low,Open,
SYN001136,2025-11-07,HubSpot,Salesforce,Opportunity,OPP001068,Picklist Value Mismatch,Medium,Open,
SYN001137,2026-02-02,Salesforce,HubSpot,Opportunity,OPP001250,Currency Field Error,High,Resolved,2.0
SYN001138,2025-05-26,HubSpot,Salesforce,Opportunity,OPP000541,Picklist Value Mismatch,Low,Open,
SYN001139,2025-06-14,HubSpot,Salesforce,Opportunity,OPP000486,Picklist Value Mismatch,Medium,Open,
SYN001140,2025-02-23,HubSpot,Salesforce,Opportunity,OPP000611,Picklist Value Mismatch,Medium,Open,
SYN001141,2026-01-29,HubSpot,Salesforce,Opportunity,OPP000909,Picklist Value Mismatch,Medium,Resolved,14.0
SYN001142,2025-10-15,Salesforce,HubSpot,Opportunity,OPP000755,Required Field Missing,High,Resolved,5.0
SYN001143,2025-10-25,HubSpot,Salesforce,Opportunity,OPP000112,Picklist Value Mismatch,Medium,Resolved,5.0
SYN001144,2025-02-13,Salesforce,HubSpot,Opportunity,OPP000015,Picklist Value Mismatch,Low,Open,
SYN001145,2025-03-24,Salesforce,HubSpot,Opportunity,OPP001646,Currency Field Error,Low,Open,
SYN001146,2025-06-22,HubSpot,Salesforce,Opportunity,OPP001473,Currency Field Error,Low,Resolved,21.0
SYN001147,2026-04-27,Salesforce,HubSpot,Opportunity,OPP001353,Currency Field Error,Medium,Resolved,21.0
SYN001148,2025-01-02,Salesforce,HubSpot,Opportunity,OPP000821,Currency Field Error,High,Resolved,3.0
SYN001149,2025-12-03,HubSpot,Salesforce,Opportunity,OPP000096,Picklist Value Mismatch,Low,Resolved,5.0
SYN001150,2025-01-11,Salesforce,HubSpot,Opportunity,OPP000726,Currency Field Error,Medium,Resolved,5.0
SYN001151,2025-11-11,HubSpot,Salesforce,Opportunity,OPP000775,Required Field Missing,High,Resolved,14.0
SYN001152,2025-01-21,Salesforce,HubSpot,Opportunity,OPP000203,Picklist Value Mismatch,Medium,Resolved,3.0
SYN001153,2026-03-27,HubSpot,Salesforce,Opportunity,OPP000162,Required Field Missing,Medium,Resolved,3.0
SYN001154,2025-04-22,Salesforce,HubSpot,Opportunity,OPP000531,Required Field Missing,Medium,Resolved,14.0
SYN001155,2026-01-25,Salesforce,HubSpot,Opportunity,OPP001546,Required Field Missing,High,Resolved,2.0
SYN001156,2025-07-12,HubSpot,Salesforce,Opportunity,OPP001457,Required Field Missing,Medium,Open,
SYN001157,2026-06-08,HubSpot,Salesforce,Opportunity,OPP001246,Currency Field Error,High,Ignored,
SYN001158,2026-05-20,Salesforce,HubSpot,Opportunity,OPP001130,Picklist Value Mismatch,Low,Open,
SYN001159,2025-12-23,Salesforce,HubSpot,Opportunity,OPP000848,Required Field Missing,High,Open,
SYN001160,2026-02-10,Salesforce,HubSpot,Opportunity,OPP000962,Picklist Value Mismatch,Low,Resolved,5.0
SYN001161,2025-10-21,Salesforce,HubSpot,Opportunity,OPP001023,Picklist Value Mismatch,High,Resolved,7.0
SYN001162,2026-06-06,HubSpot,Salesforce,Opportunity,OPP000942,Picklist Value Mismatch,Medium,Resolved,1.0
SYN001163,2026-04-24,HubSpot,Salesforce,Opportunity,OPP001615,Currency Field Error,Medium,Open,
SYN001164,2025-09-21,Salesforce,HubSpot,Opportunity,OPP000560,Required Field Missing,Low,Resolved,3.0
SYN001165,2026-05-10,HubSpot,Salesforce,Opportunity,OPP000218,Required Field Missing,High,Open,
SYN001166,2025-10-29,HubSpot,Salesforce,Opportunity,OPP000484,Picklist Value Mismatch,High,Resolved,3.0
SYN001167,2025-06-10,Salesforce,HubSpot,Opportunity,OPP000904,Required Field Missing,High,Resolved,3.0
SYN001168,2026-04-22,Salesforce,HubSpot,Opportunity,OPP001061,Required Field Missing,Low,Open,
SYN001169,2025-11-19,Salesforce,HubSpot,Opportunity,OPP000765,Currency Field Error,High,Open,
SYN001170,2025-03-01,HubSpot,Salesforce,Opportunity,OPP000003,Required Field Missing,Medium,Resolved,2.0
SYN001171,2025-06-01,Salesforce,HubSpot,Opportunity,OPP000555,Required Field Missing,Medium,Resolved,1.0
SYN001172,2025-08-04,HubSpot,Salesforce,Opportunity,OPP000133,Currency Field Error,Low,Resolved,5.0
SYN001173,2025-12-06,Salesforce,HubSpot,Opportunity,OPP001111,Required Field Missing,Low,Open,
SYN001174,2026-04-04,HubSpot,Salesforce,Opportunity,OPP001450,Currency Field Error,High,Resolved,10.0
SYN001175,2025-09-18,HubSpot,Salesforce,Opportunity,OPP000823,Currency Field Error,High,Open,
SYN001176,2025-07-05,HubSpot,Salesforce,Opportunity,OPP000815,Currency Field Error,Low,Resolved,21.0
SYN001177,2025-03-14,HubSpot,Salesforce,Opportunity,OPP000286,Picklist Value Mismatch,Medium,Open,
SYN001178,2026-03-27,Salesforce,HubSpot,Opportunity,OPP001006,Currency Field Error,Low,Open,
SYN001179,2026-03-11,HubSpot,Salesforce,Opportunity,OPP001411,Picklist Value Mismatch,Medium,Open,
SYN001180,2025-09-22,Salesforce,HubSpot,Opportunity,OPP000835,Required Field Missing,Low,Resolved,3.0
